application_id, Seat_allotted, Paper, Quota, Choice_no, Rank, Marks, Round, isProvisional, StatusId, autoUpgrade, acceptancePath, declarationPath, undertakingPath, challanPath, isSupernumeri
M102F77, 2102, MA, GEN, 6, 238, 36.67, round3, true, 3, false, /mnt/nas/nas2/set63/bucket0/M102F77/M102F77-ch-20150616195207029, null, /mnt/nas/nas2/set63/bucket0/M102F77/M102F77-ch-20150616195223016, /mnt/nas/nas2/set63/bucket0/M102F77/M102F77-ch-2015061710571208, false
M114U12, 2302, CY, GEN, 8, 238, 52, round3, true, 4, true, /mnt/nas/nas1/set64/bucket63/M114U12/M114U12-ch-20150617212629194, /mnt/nas/nas1/set64/bucket63/M114U12/M114U12-ch-20150617212706143, /mnt/nas/nas1/set64/bucket63/M114U12/M114U12-ch-2015061721291071, /mnt/nas/nas1/set64/bucket63/M114U12/M114U12-ch-20150619114601099, false
M106H24, 2201, CY, GEN, 7, 238, 52, round3, false, 4, true, /mnt/nas/nas2/set21/bucket35/M106H24/M106H24-ch-20150629153228045, /mnt/nas/nas2/set21/bucket35/M106H24/M106H24-ch-20150629153305269, null, /mnt/nas/nas2/set21/bucket35/M106H24/M106H24-ch-20150619152358224, false
M102H91, 2102, MA, GEN, 7, 239, 36.33, round3, false, 4, true, /mnt/nas/nas3/set3/bucket76/M102H91/M102H91-ch-20150630155600523, /mnt/nas/nas3/set3/bucket76/M102H91/M102H91-ch-20150630155616602, null, /mnt/nas/nas3/set3/bucket76/M102H91/M102H91-ch-20150618132041602, false
M105P15, 1203, MS, ST, 1, 240, 27, round3, true, 3, false, /mnt/nas/nas3/set34/bucket62/M105P15/M105P15-ch-20150617184436528, null, /mnt/nas/nas3/set34/bucket62/M105P15/M105P15-ch-20150617184449436, /mnt/nas/nas3/set34/bucket62/M105P15/M105P15-ch-20150618101306542, false
M107D79, 1403, PH, GEN, 5, 240, 36, round3, false, 1, true, null, null, null, null, false
M120P50, 1403, PH, GEN, 7, 240, 36, round3, false, 1, true, null, null, null, null, true
M108U21, 2201, CY, GEN, 6, 240, 52, round3, false, 3, true, null, null, null, /mnt/nas/nas1/set60/bucket92/M108U21/M108U21-ch-20150618202506993, false
M111N80, 2103, PH, GEN, 10, 240, 36, round3, true, 3, false, /mnt/nas/nas2/set73/bucket95/M111N80/M111N80-ch-20150618115909083, null, /mnt/nas/nas2/set73/bucket95/M111N80/M111N80-ch-20150618115922232, /mnt/nas/nas2/set73/bucket95/M111N80/M111N80-ch-20150618124328928, false
M116Q55, 2401, CY, GEN, 7, 241, 52, round3, true, 4, true, /mnt/nas/nas2/set71/bucket20/M116Q55/M116Q55-ch-20150617135115663, /mnt/nas/nas2/set71/bucket20/M116Q55/M116Q55-ch-20150617135142473, /mnt/nas/nas2/set71/bucket20/M116Q55/M116Q55-ch-20150617135149718, /mnt/nas/nas2/set71/bucket20/M116Q55/M116Q55-ch-20150617140809375, false
M111Q73, 1801, GG, SC, 1, 241, 45.67, round3, true, 4, true, /mnt/nas/nas3/set80/bucket60/M111Q73/M111Q73-ch-20150630122619827, /mnt/nas/nas3/set80/bucket60/M111Q73/M111Q73-ch-20150630122729108, /mnt/nas/nas3/set80/bucket60/M111Q73/M111Q73-ch-20150630122803832, /mnt/nas/nas3/set80/bucket60/M111Q73/M111Q73-ch-20150630154840215, false
M105A93, 1302, MA, OBC, 3, 241, 36.33, round3, true, 4, true, /mnt/nas/nas2/set88/bucket19/M105A93/M105A93-ch-20150617122945247, /mnt/nas/nas2/set88/bucket19/M105A93/M105A93-ch-20150617123034646, /mnt/nas/nas2/set88/bucket19/M105A93/M105A93-ch-20150617123331316, /mnt/nas/nas2/set88/bucket19/M105A93/M105A93-ch-20150617155259564, false
M112A25, 1302, MA, OBC, 4, 241, 36.33, round3, false, 3, false, /mnt/nas/nas3/set29/bucket7/M112A25/M112A25-ch-20150617122525772, null, null, /mnt/nas/nas3/set29/bucket7/M112A25/M112A25-ch-20150617125939342, false
M110U42, 1212, CY, GEN, 16, 241, 52, round3, false, 3, false, /mnt/nas/nas2/set5/bucket66/M110U42/M110U42-ch-20150617175222825, null, null, /mnt/nas/nas2/set5/bucket66/M110U42/M110U42-ch-20150619133558319, false
M108Q99, 1502, MA, SC, 2, 243, 36.33, round3, true, 4, true, /mnt/nas/nas3/set18/bucket32/M108Q99/M108Q99-ch-20150616132120127, /mnt/nas/nas3/set18/bucket32/M108Q99/M108Q99-ch-20150616132216648, /mnt/nas/nas3/set18/bucket32/M108Q99/M108Q99-ch-20150616132340175, /mnt/nas/nas3/set18/bucket32/M108Q99/M108Q99-ch-20150617144753198, false
M102A17, 1207, PH, OBC, 2, 243, 36, round3, false, 3, false, /mnt/nas/nas1/set79/bucket93/M102A17/M102A17-ch-20150616204931096, /mnt/nas/nas1/set79/bucket93/M102A17/M102A17-ch-20150616205634327, null, /mnt/nas/nas1/set79/bucket93/M102A17/M102A17-ch-20150617104240501, false
M110U74, 2002, MA, GEN, 8, 244, 36.33, round3, true, 4, true, /mnt/nas/nas1/set13/bucket17/M110U74/M110U74-ch-20150630145207366, /mnt/nas/nas1/set13/bucket17/M110U74/M110U74-ch-20150630145218962, /mnt/nas/nas1/set13/bucket17/M110U74/M110U74-ch-20150630145229441, /mnt/nas/nas1/set13/bucket17/M110U74/M110U74-ch-2015061918005501, false
M120P32, 1303, PH, OBC, 1, 244, 35.67, round3, true, 3, false, /mnt/nas/nas1/set64/bucket24/M120P32/M120P32-ch-20150618105935614, null, /mnt/nas/nas1/set64/bucket24/M120P32/M120P32-ch-20150618105958516, /mnt/nas/nas1/set64/bucket24/M120P32/M120P32-ch-20150619120911801, false
M106W61, 1903, PH, GEN, 2, 244, 35.67, round3, true, 4, true, /mnt/nas/nas2/set98/bucket37/M106W61/M106W61-ch-20150618113540305, /mnt/nas/nas2/set98/bucket37/M106W61/M106W61-ch-20150618113603253, /mnt/nas/nas2/set98/bucket37/M106W61/M106W61-ch-20150618113641547, /mnt/nas/nas2/set98/bucket37/M106W61/M106W61-ch-20150619150758338, false
M107T22, 1901, CY, GEN, 4, 244, 52, round3, false, 3, true, null, null, null, /mnt/nas/nas3/set94/bucket96/M107T22/M107T22-ch-20150620152824345, false
M122G13, 1302, MA, SC, 1, 244, 36.33, round3, true, 3, false, /mnt/nas/nas3/set22/bucket54/M122G13/M122G13-ch-20150617162453706, null, /mnt/nas/nas3/set22/bucket54/M122G13/M122G13-ch-2015061716263848, /mnt/nas/nas3/set22/bucket54/M122G13/M122G13-ch-20150620180255472, false
M104A43, 1605, PH, GEN, 5, 246, 35.67, round3, true, 4, true, /mnt/nas/nas3/set26/bucket50/M104A43/M104A43-ch-2015063011174967, /mnt/nas/nas3/set26/bucket50/M104A43/M104A43-ch-20150630111803928, /mnt/nas/nas3/set26/bucket50/M104A43/M104A43-ch-20150630111814502, /mnt/nas/nas3/set26/bucket50/M104A43/M104A43-ch-20150619125236016, false
M102K63, 1703, PH, OBC, 1, 246, 35.67, round3, false, 3, false, /mnt/nas/nas3/set79/bucket66/M102K63/M102K63-ch-20150616172138142, null, null, /mnt/nas/nas3/set79/bucket66/M102K63/M102K63-ch-20150619160025643, false
M106Q11, 2103, PH, GEN, 6, 246, 35.67, round3, true, 4, true, /mnt/nas/nas2/set29/bucket61/M106Q11/M106Q11-ch-20150630201805178, /mnt/nas/nas2/set29/bucket61/M106Q11/M106Q11-ch-20150630201855114, /mnt/nas/nas2/set29/bucket61/M106Q11/M106Q11-ch-2015063020215703, /mnt/nas/nas2/set29/bucket61/M106Q11/M106Q11-ch-20150617173247642, false
M102U90, 2103, PH, GEN, 9, 246, 35.67, round3, true, 4, true, /mnt/nas/nas3/set13/bucket54/M102U90/M102U90-ch-20150702123621993, /mnt/nas/nas3/set13/bucket54/M102U90/M102U90-ch-20150702123714434, /mnt/nas/nas3/set13/bucket54/M102U90/M102U90-ch-20150702123833011, /mnt/nas/nas3/set13/bucket54/M102U90/M102U90-ch-20150620111446286, false
M103J34, 1601, CY, OBC, 1, 246, 51.67, round3, true, 4, true, /mnt/nas/nas3/set2/bucket55/M103J34/M103J34-ch-20150618101931437, /mnt/nas/nas3/set2/bucket55/M103J34/M103J34-ch-20150618102048948, /mnt/nas/nas3/set2/bucket55/M103J34/M103J34-ch-20150618102133441, /mnt/nas/nas3/set2/bucket55/M103J34/M103J34-ch-20150618174154618, false
M105G95, 1207, PH, OBC, 3, 246, 35.67, round3, true, 3, false, /mnt/nas/nas2/set51/bucket4/M105G95/M105G95-ch-20150617105425025, null, /mnt/nas/nas2/set51/bucket4/M105G95/M105G95-ch-20150617105559996, /mnt/nas/nas2/set51/bucket4/M105G95/M105G95-ch-20150617133657584, false
M102G32, 2102, MA, GEN, 7, 246, 36.33, round3, false, 4, true, /mnt/nas/nas2/set1/bucket15/M102G32/M102G32-ch-20150702122805982, /mnt/nas/nas2/set1/bucket15/M102G32/M102G32-ch-20150702122839512, null, /mnt/nas/nas2/set1/bucket15/M102G32/M102G32-ch-20150619120700859, false
M104U38, 1605, PH, GEN, 9, 246, 35.67, round3, true, 4, true, /mnt/nas/nas3/set29/bucket90/M104U38/M104U38-ch-20150703064343506, /mnt/nas/nas3/set29/bucket90/M104U38/M104U38-ch-20150703065017941, /mnt/nas/nas3/set29/bucket90/M104U38/M104U38-ch-20150703065118179, /mnt/nas/nas3/set29/bucket90/M104U38/M104U38-ch-20150619111209894, false
M106K74, 2302, CY, GEN, 5, 246, 51.67, round3, false, 3, true, null, null, null, /mnt/nas/nas1/set61/bucket77/M106K74/M106K74-ch-20150702103759841, false
M105J26, 2401, CY, GEN, 10, 246, 51.67, round3, true, 4, true, /mnt/nas/nas1/set96/bucket14/M105J26/M105J26-ch-20150629123054764, /mnt/nas/nas1/set96/bucket14/M105J26/M105J26-ch-20150629123159704, /mnt/nas/nas1/set96/bucket14/M105J26/M105J26-ch-20150629123210299, /mnt/nas/nas1/set96/bucket14/M105J26/M105J26-ch-20150702201234857, false
M112J48, 1602, GG, SC, 1, 247, 45.33, round3, true, 3, false, /mnt/nas/nas1/set49/bucket62/M112J48/M112J48-ch-20150703073554842, /mnt/nas/nas1/set49/bucket62/M112J48/M112J48-ch-20150703073901541, /mnt/nas/nas1/set49/bucket62/M112J48/M112J48-ch-20150703170425551, /mnt/nas/nas1/set49/bucket62/M112J48/M112J48-ch-20150616133827126, false
M113E16, 2102, MA, GEN, 6, 247, 36, round3, true, 4, true, /mnt/nas/nas2/set87/bucket70/M113E16/M113E16-ch-20150701211234685, /mnt/nas/nas2/set87/bucket70/M113E16/M113E16-ch-20150701211246073, /mnt/nas/nas2/set87/bucket70/M113E16/M113E16-ch-2015070121125365, /mnt/nas/nas2/set87/bucket70/M113E16/M113E16-ch-20150618195608278, false
M103G11, 2002, MA, GEN, 6, 248, 36, round3, false, 4, true, /mnt/nas/nas1/set97/bucket40/M103G11/M103G11-ch-201506291229317, /mnt/nas/nas1/set97/bucket40/M103G11/M103G11-ch-20150629122942174, null, /mnt/nas/nas1/set97/bucket40/M103G11/M103G11-ch-20150630145606521, false
M110C43, 2403, MA, GEN, 4, 248, 36, round3, true, 4, true, /mnt/nas/nas2/set43/bucket63/M110C43/M110C43-ch-20150618154925544, /mnt/nas/nas2/set43/bucket63/M110C43/M110C43-ch-20150618155101527, /mnt/nas/nas2/set43/bucket63/M110C43/M110C43-ch-20150618155125652, /mnt/nas/nas2/set43/bucket63/M110C43/M110C43-ch-20150621212612293, false
M105D54, 1601, CY, OBC, 1, 249, 51.67, round3, true, 3, false, /mnt/nas/nas2/set69/bucket78/M105D54/M105D54-ch-20150617211343451, null, /mnt/nas/nas2/set69/bucket78/M105D54/M105D54-ch-20150617211359927, /mnt/nas/nas2/set69/bucket78/M105D54/M105D54-ch-20150618114542319, false
M103H94, 2401, CY, GEN, 12, 250, 51.67, round3, false, 1, true, null, null, null, null, false
M108F55, 2302, CY, GEN, 10, 250, 51.67, round3, false, 1, true, null, null, null, null, false
M104W22, 2302, CY, GEN, 10, 250, 51.67, round3, false, 1, true, null, null, null, null, false
M108K37, 1302, MA, OBC, 1, 251, 36, round3, true, 4, true, /mnt/nas/nas3/set9/bucket53/M108K37/M108K37-ch-20150616194201042, /mnt/nas/nas3/set9/bucket53/M108K37/M108K37-ch-20150616194207731, /mnt/nas/nas3/set9/bucket53/M108K37/M108K37-ch-20150616194211698, /mnt/nas/nas3/set9/bucket53/M108K37/M108K37-ch-20150617105635123, false
M109E19, 2002, MA, GEN, 4, 251, 36, round3, false, 3, true, null, null, null, /mnt/nas/nas2/set86/bucket48/M109E19/M109E19-ch-20150617121501246, false
M101E33, 2401, CY, GEN, 14, 253, 51.33, round3, false, 1, true, null, null, null, null, false
M103M70, 1504, MS, OBC, 1, 253, 26, round3, true, 4, true, /mnt/nas/nas1/set97/bucket73/M103M70/M103M70-ch-20150617105341844, /mnt/nas/nas1/set97/bucket73/M103M70/M103M70-ch-20150617110340932, /mnt/nas/nas1/set97/bucket73/M103M70/M103M70-ch-20150617105436205, /mnt/nas/nas1/set97/bucket73/M103M70/M103M70-ch-20150617125123948, false
M107F27, 2401, CY, GEN, 15, 253, 51.33, round3, false, 1, true, null, null, null, null, false
M102A50, 1601, CY, SC, 1, 253, 51.33, round3, true, 3, false, /mnt/nas/nas2/set17/bucket55/M102A50/M102A50-ch-20150617192603681, /mnt/nas/nas2/set17/bucket55/M102A50/M102A50-ch-20150617192756288, /mnt/nas/nas2/set17/bucket55/M102A50/M102A50-ch-20150617192828859, /mnt/nas/nas2/set17/bucket55/M102A50/M102A50-ch-20150620120717912, false
M103H82, 1301, CY, SC, 1, 253, 51.33, round3, true, 3, false, /mnt/nas/nas2/set79/bucket25/M103H82/M103H82-ch-20150616203052007, /mnt/nas/nas2/set79/bucket25/M103H82/M103H82-ch-20150616203650236, /mnt/nas/nas2/set79/bucket25/M103H82/M103H82-ch-20150616203732378, /mnt/nas/nas2/set79/bucket25/M103H82/M103H82-ch-20150617144019709, false
M112F32, 2103, PH, GEN, 12, 253, 35.67, round3, true, 4, true, /mnt/nas/nas3/set94/bucket7/M112F32/M112F32-ch-20150629111014529, /mnt/nas/nas3/set94/bucket7/M112F32/M112F32-ch-20150629111118422, /mnt/nas/nas3/set94/bucket7/M112F32/M112F32-ch-20150629111139486, /mnt/nas/nas3/set94/bucket7/M112F32/M112F32-ch-20150616103210081, false
M103K53, 2103, PH, GEN, 5, 254, 35.33, round3, true, 4, true, /mnt/nas/nas1/set74/bucket88/M103K53/M103K53-ch-20150702113333864, /mnt/nas/nas1/set74/bucket88/M103K53/M103K53-ch-20150702113416086, /mnt/nas/nas1/set74/bucket88/M103K53/M103K53-ch-20150702113630452, /mnt/nas/nas1/set74/bucket88/M103K53/M103K53-ch-2015070215065857, false
M102P35, 2103, PH, GEN, 8, 254, 35.33, round3, false, 3, true, null, null, null, /mnt/nas/nas1/set85/bucket42/M102P35/M102P35-ch-20150618191131888, false
M111Y49, 1902, MA, GEN, 6, 255, 36, round3, true, 4, true, /mnt/nas/nas2/set97/bucket87/M111Y49/M111Y49-ch-20150617150206357, /mnt/nas/nas2/set97/bucket87/M111Y49/M111Y49-ch-20150617150222066, /mnt/nas/nas2/set97/bucket87/M111Y49/M111Y49-ch-20150617150238659, /mnt/nas/nas2/set97/bucket87/M111Y49/M111Y49-ch-20150617170828586, false
M105J57, 1202, PH, OBC, 1, 256, 35.33, round3, true, 3, false, /mnt/nas/nas3/set92/bucket0/M105J57/M105J57-ch-20150619112446191, null, /mnt/nas/nas3/set92/bucket0/M105J57/M105J57-ch-20150619112525708, /mnt/nas/nas3/set92/bucket0/M105J57/M105J57-ch-20150619191331671, false
M108Q93, 1702, MA, OBC, 2, 256, 36, round3, true, 4, true, /mnt/nas/nas2/set61/bucket53/M108Q93/M108Q93-ch-20150616111313596, /mnt/nas/nas2/set61/bucket53/M108Q93/M108Q93-ch-20150616111328045, /mnt/nas/nas2/set61/bucket53/M108Q93/M108Q93-ch-20150616111344099, /mnt/nas/nas2/set61/bucket53/M108Q93/M108Q93-ch-20150617143754333, false
M103C40, 1903, PH, GEN, 3, 256, 35.33, round3, true, 4, true, /mnt/nas/nas2/set12/bucket80/M103C40/M103C40-ch-20150630103256749, /mnt/nas/nas2/set12/bucket80/M103C40/M103C40-ch-20150630103334204, /mnt/nas/nas2/set12/bucket80/M103C40/M103C40-ch-20150630103400265, /mnt/nas/nas2/set12/bucket80/M103C40/M103C40-ch-2015061811430832, false
M110S90, 1504, MS, OBC, 1, 257, 25.67, round3, true, 3, false, /mnt/nas/nas3/set22/bucket43/M110S90/M110S90-ch-20150616174218029, null, /mnt/nas/nas3/set22/bucket43/M110S90/M110S90-ch-2015061617392061, /mnt/nas/nas3/set22/bucket43/M110S90/M110S90-ch-20150617122541574, false
M106T10, 1302, MA, OBC, 1, 257, 36, round3, true, 3, false, /mnt/nas/nas3/set7/bucket46/M106T10/M106T10-ch-20150617122959834, null, /mnt/nas/nas3/set7/bucket46/M106T10/M106T10-ch-20150617123212546, /mnt/nas/nas3/set7/bucket46/M106T10/M106T10-ch-20150617152354326, false
M104A44, 1604, PH, OBC, 1, 258, 35.33, round3, true, 3, false, /mnt/nas/nas1/set89/bucket55/M104A44/M104A44-ch-20150616130519753, null, /mnt/nas/nas1/set89/bucket55/M104A44/M104A44-ch-20150616130625471, /mnt/nas/nas1/set89/bucket55/M104A44/M104A44-ch-20150617183352846, false
M108V16, 1302, MA, OBC, 4, 258, 35.67, round3, false, 3, false, /mnt/nas/nas3/set41/bucket54/M108V16/M108V16-ch-20150617122243354, null, null, /mnt/nas/nas3/set41/bucket54/M108V16/M108V16-ch-20150618115531324, false
M110Q61, 1302, MA, OBC, 2, 259, 35.67, round3, true, 3, false, /mnt/nas/nas3/set93/bucket72/M110Q61/M110Q61-ch-20150617121309591, null, /mnt/nas/nas3/set93/bucket72/M110Q61/M110Q61-ch-20150617121346291, /mnt/nas/nas3/set93/bucket72/M110Q61/M110Q61-ch-20150617175112347, false
M111H43, 2301, MA, GEN, 9, 259, 35.67, round3, true, 4, true, /mnt/nas/nas3/set43/bucket13/M111H43/M111H43-ch-20150617114721591, /mnt/nas/nas3/set43/bucket13/M111H43/M111H43-ch-20150617114730571, /mnt/nas/nas3/set43/bucket13/M111H43/M111H43-ch-20150617114749943, /mnt/nas/nas3/set43/bucket13/M111H43/M111H43-ch-20150617134351125, false
M102V68, 1902, MA, GEN, 3, 259, 35.67, round3, true, 3, false, /mnt/nas/nas1/set57/bucket74/M102V68/M102V68-ch-20150616211443991, null, /mnt/nas/nas1/set57/bucket74/M102V68/M102V68-ch-20150616211620228, /mnt/nas/nas1/set57/bucket74/M102V68/M102V68-ch-20150617181040994, false
M104M99, 1214, MS, OBC, 2, 260, 25.33, round3, false, 4, true, /mnt/nas/nas2/set3/bucket72/M104M99/M104M99-ch-20150617120408037, /mnt/nas/nas2/set3/bucket72/M104M99/M104M99-ch-20150617120619967, null, /mnt/nas/nas2/set3/bucket72/M104M99/M104M99-ch-20150617141336029, false
M101D44, 1801, GG, SC, 1, 261, 44.67, round3, false, 3, false, /mnt/nas/nas1/set45/bucket29/M101D44/M101D44-ch-20150630212906084, null, null, /mnt/nas/nas1/set45/bucket29/M101D44/M101D44-ch-20150617124453862, false
M106Y41, 1303, PH, OBC, 1, 261, 35.33, round3, true, 4, true, /mnt/nas/nas3/set32/bucket53/M106Y41/M106Y41-ch-20150617104748572, /mnt/nas/nas3/set32/bucket53/M106Y41/M106Y41-ch-20150617104856115, /mnt/nas/nas3/set32/bucket53/M106Y41/M106Y41-ch-20150617104917383, /mnt/nas/nas3/set32/bucket53/M106Y41/M106Y41-ch-20150617114123197, false
M111J36, 2202, PH, GEN, 8, 261, 35.33, round3, true, 4, true, /mnt/nas/nas2/set82/bucket32/M111J36/M111J36-ch-20150629123659671, /mnt/nas/nas2/set82/bucket32/M111J36/M111J36-ch-20150629123708294, /mnt/nas/nas2/set82/bucket32/M111J36/M111J36-ch-20150629123712255, /mnt/nas/nas2/set82/bucket32/M111J36/M111J36-ch-20150629172249758, false
M102A61, 2103, PH, GEN, 15, 263, 35.33, round3, false, 3, true, null, null, null, /mnt/nas/nas3/set22/bucket68/M102A61/M102A61-ch-20150617154132412, false
M108M99, 1302, MA, OBC, 2, 263, 35.67, round3, false, 3, false, /mnt/nas/nas2/set6/bucket93/M108M99/M108M99-ch-20150618124101631, null, null, /mnt/nas/nas2/set6/bucket93/M108M99/M108M99-ch-20150618142551845, false
M106W33, 2203, MA, GEN, 11, 263, 35.67, round3, true, 3, false, /mnt/nas/nas3/set95/bucket71/M106W33/M106W33-ch-20150618135041646, null, /mnt/nas/nas3/set95/bucket71/M106W33/M106W33-ch-20150618135201526, /mnt/nas/nas3/set95/bucket71/M106W33/M106W33-ch-20150618162235911, false
M105H80, 1303, PH, OBC, 1, 263, 35.33, round3, true, 3, false, /mnt/nas/nas1/set92/bucket76/M105H80/M105H80-ch-20150618101326097, null, /mnt/nas/nas1/set92/bucket76/M105H80/M105H80-ch-20150618101435676, /mnt/nas/nas1/set92/bucket76/M105H80/M105H80-ch-20150618144434403, false
M105B46, 1903, PH, GEN, 7, 265, 35, round3, true, 4, true, /mnt/nas/nas1/set30/bucket78/M105B46/M105B46-ch-20150630110159254, /mnt/nas/nas1/set30/bucket78/M105B46/M105B46-ch-20150630110217734, /mnt/nas/nas1/set30/bucket78/M105B46/M105B46-ch-20150630110231025, /mnt/nas/nas1/set30/bucket78/M105B46/M105B46-ch-20150618211614617, false
M103T63, 1902, MA, GEN, 3, 265, 35.67, round3, true, 3, false, /mnt/nas/nas3/set84/bucket24/M103T63/M103T63-ch-20150630112842483, /mnt/nas/nas3/set84/bucket24/M103T63/M103T63-ch-20150630112919315, /mnt/nas/nas3/set84/bucket24/M103T63/M103T63-ch-20150630112950626, /mnt/nas/nas3/set84/bucket24/M103T63/M103T63-ch-20150701183244492, false
M103K20, 2301, MA, GEN, 2, 265, 35.67, round3, true, 4, true, /mnt/nas/nas1/set89/bucket8/M103K20/M103K20-ch-20150701185326641, /mnt/nas/nas1/set89/bucket8/M103K20/M103K20-ch-20150701185411652, /mnt/nas/nas1/set89/bucket8/M103K20/M103K20-ch-20150701185508213, /mnt/nas/nas1/set89/bucket8/M103K20/M103K20-ch-20150703084937433, false
M113W66, 2103, PH, GEN, 8, 267, 35, round3, false, 3, true, null, null, null, /mnt/nas/nas2/set32/bucket54/M113W66/M113W66-ch-20150619174428881, false
M108H85, 1902, MA, GEN, 5, 267, 35.67, round3, true, 4, true, /mnt/nas/nas3/set18/bucket4/M108H85/M108H85-ch-20150629100845561, /mnt/nas/nas3/set18/bucket4/M108H85/M108H85-ch-20150629100907783, /mnt/nas/nas3/set18/bucket4/M108H85/M108H85-ch-20150629102202063, /mnt/nas/nas3/set18/bucket4/M108H85/M108H85-ch-20150618135922325, false
M108U14, 2202, PH, GEN, 10, 267, 35, round3, false, 3, false, /mnt/nas/nas1/set0/bucket62/M108U14/M108U14-ch-20150702223055077, null, null, /mnt/nas/nas1/set0/bucket62/M108U14/M108U14-ch-20150618185756606, false
M101D50, 2103, PH, GEN, 6, 267, 35, round3, false, 3, true, null, null, null, /mnt/nas/nas1/set42/bucket32/M101D50/M101D50-ch-20150702122428061, false
M111G77, 2202, PH, GEN, 2, 267, 35, round3, false, 4, true, /mnt/nas/nas3/set40/bucket16/M111G77/M111G77-ch-20150630103907366, /mnt/nas/nas3/set40/bucket16/M111G77/M111G77-ch-20150630103948406, null, /mnt/nas/nas3/set40/bucket16/M111G77/M111G77-ch-20150618181430937, false
M106T29, 1303, PH, OBC, 2, 267, 35, round3, true, 3, false, /mnt/nas/nas1/set20/bucket35/M106T29/M106T29-ch-20150618180315535, null, /mnt/nas/nas1/set20/bucket35/M106T29/M106T29-ch-20150618180413765, /mnt/nas/nas1/set20/bucket35/M106T29/M106T29-ch-20150619152531318, false
M106K82, 1804, MA, OBC, 4, 268, 35.33, round3, true, 4, true, /mnt/nas/nas1/set41/bucket67/M106K82/M106K82-ch-20150618185906427, /mnt/nas/nas1/set41/bucket67/M106K82/M106K82-ch-20150618190106827, /mnt/nas/nas1/set41/bucket67/M106K82/M106K82-ch-20150618190148054, /mnt/nas/nas1/set41/bucket67/M106K82/M106K82-ch-20150619103053274, false
M102N50, 1902, MA, GEN, 11, 268, 35.33, round3, true, 4, true, /mnt/nas/nas2/set12/bucket53/M102N50/M102N50-ch-20150702175910998, /mnt/nas/nas2/set12/bucket53/M102N50/M102N50-ch-20150702175751374, /mnt/nas/nas2/set12/bucket53/M102N50/M102N50-ch-20150702175806947, /mnt/nas/nas2/set12/bucket53/M102N50/M102N50-ch-20150617160749107, false
M117E47, 2301, MA, GEN, 13, 268, 35.33, round3, false, 3, true, null, null, null, /mnt/nas/nas2/set66/bucket82/M117E47/M117E47-ch-20150619132731073, false
M104N83, 1205, CY, SC, 1, 269, 50.67, round3, true, 3, false, /mnt/nas/nas2/set3/bucket67/M104N83/M104N83-ch-20150617131155277, null, /mnt/nas/nas2/set3/bucket67/M104N83/M104N83-ch-20150617131309081, /mnt/nas/nas2/set3/bucket67/M104N83/M104N83-ch-20150617160755137, false
M110G70, 2203, MA, GEN, 5, 271, 35.33, round3, true, 4, true, /mnt/nas/nas2/set30/bucket1/M110G70/M110G70-ch-20150629155813013, /mnt/nas/nas2/set30/bucket1/M110G70/M110G70-ch-20150629155859647, /mnt/nas/nas2/set30/bucket1/M110G70/M110G70-ch-2015062915584182, /mnt/nas/nas2/set30/bucket1/M110G70/M110G70-ch-20150702062935425, false
M121K48, 1902, MA, GEN, 1, 271, 35.33, round3, true, 3, false, /mnt/nas/nas3/set74/bucket84/M121K48/M121K48-ch-20150630202602659, null, /mnt/nas/nas3/set74/bucket84/M121K48/M121K48-ch-20150630202642563, /mnt/nas/nas3/set74/bucket84/M121K48/M121K48-ch-20150701104937597, false
M105D61, 1504, MS, SC, 2, 272, 25, round3, true, 4, true, /mnt/nas/nas1/set92/bucket55/M105D61/M105D61-ch-20150616232653103, /mnt/nas/nas1/set92/bucket55/M105D61/M105D61-ch-20150616232724188, /mnt/nas/nas1/set92/bucket55/M105D61/M105D61-ch-20150616232737965, /mnt/nas/nas1/set92/bucket55/M105D61/M105D61-ch-20150618183405419, false
M104V47, 1503, PH, SC, 1, 273, 34.67, round3, true, 3, false, /mnt/nas/nas3/set47/bucket16/M104V47/M104V47-ch-20150617095200137, null, /mnt/nas/nas3/set47/bucket16/M104V47/M104V47-ch-2015061709521066, /mnt/nas/nas3/set47/bucket16/M104V47/M104V47-ch-20150617104821881, false
M104P95, 2403, MA, GEN, 11, 275, 35.33, round3, false, 4, true, /mnt/nas/nas2/set71/bucket52/M104P95/M104P95-ch-20150629202554703, /mnt/nas/nas2/set71/bucket52/M104P95/M104P95-ch-20150629202617382, null, /mnt/nas/nas2/set71/bucket52/M104P95/M104P95-ch-20150701141756187, false
M103C30, 1804, MA, OBC, 2, 275, 35.33, round3, true, 4, true, /mnt/nas/nas2/set82/bucket8/M103C30/M103C30-ch-20150617185413582, /mnt/nas/nas2/set82/bucket8/M103C30/M103C30-ch-20150617185437591, /mnt/nas/nas2/set82/bucket8/M103C30/M103C30-ch-20150617185514352, /mnt/nas/nas2/set82/bucket8/M103C30/M103C30-ch-20150619181429456, false
M101A16, 1214, MS, OBC, 5, 276, 24.67, round3, true, 3, false, /mnt/nas/nas2/set3/bucket91/M101A16/M101A16-ch-20150620094821962, null, /mnt/nas/nas2/set3/bucket91/M101A16/M101A16-ch-20150620094921828, /mnt/nas/nas2/set3/bucket91/M101A16/M101A16-ch-20150620105715532, false
